ID|CITYID|GRADEID|PARENTID|CITYNAME|CITYCODE
237|301203|3|3012|东兰|101301203
238|301204|3|3012|巴马|101301204
239|301205|3|3012|环江|101301205
240|301206|3|3012|罗城|101301206
241|301207|3|3012|宜州|101301207
242|301208|3|3012|凤山|101301208
243|301209|3|3012|南丹|101301209
244|301210|3|3012|都安|101301210
245|301211|3|3012|大化|101301211
246|3013|2|30|北海|
247|301301|3|3013|北海|101301301
248|301302|3|3013|合浦|101301302
249|301303|3|3013|涠洲岛|101301303
250|3014|2|30|防城港|
251|301401|3|3014|防城港|101301401
252|301402|3|3014|上思|101301402
253|301403|3|3014|东兴|101301403
254|301404|3|3014|防城|101301405
1|31|1|0|海南|
2|3101|2|31|海口|
3|310101|3|3101|海口|101310101
4|3102|2|31|三亚|
5|310201|3|3102|三亚|101310201
6|3103|2|31|东方|
7|310301|3|3103|东方|101310202
8|3104|2|31|临高|
9|310401|3|3104|临高|101310203
10|3105|2|31|澄迈|
11|310501|3|3105|澄迈|101310204
12|3106|2|31|儋州|
13|310601|3|3106|儋州|101310205
14|3107|2|31|昌江|
15|310701|3|3107|昌江|101310206
16|3108|2|31|白沙|
17|310801|3|3108|白沙|101310207
18|3109|2|31|琼中|
19|310901|3|3109|琼中|101310208
20|3110|2|31|定安|
21|311001|3|3110|定安|101310209
22|3111|2|31|屯昌|
23|311101|3|3111|屯昌|101310210
24|3112|2|31|琼海|
25|311201|3|3112|琼海|101310211
26|3113|2|31|文昌|
27|311301|3|3113|文昌|101310212
28|3114|2|31|保亭|
29|311401|3|3114|保亭|101310214
30|3115|2|31|万宁|
31|311501|3|3115|万宁|101310215
32|3116|2|31|陵水|
33|311601|3|3116|陵水|101310216
34|3117|2|31|西沙|
35|311701|3|3117|西沙|101310217
36|3118|2|31|南沙|
37|311801|3|3118|南沙|101310220
38|3119|2|31|乐东|
39|311901|3|3119|乐东|101310221
40|3120|2|31|五指山|
41|312001|3|3120|五指山|101310222
42|32|1|0|香港|
43|3201|2|32|香港|
44|320101|3|3201|香港|101320101
45|320102|3|3201|九龙|101320102
46|320103|3|3201|新界|101320103
1|33|1|0|澳门|
2|3301|2|33|澳门|
3|330101|3|3301|澳门|101330101
4|330102|3|3301|氹仔岛|101330102
5|330103|3|3301|路环岛|101330103
6|34|1|0|台湾|
7|3401|2|34|台北|
8|340101|3|3401|台北|101340101
9|340102|3|3401|桃园|101340102
10|340103|3|3401|新竹|101340103
11|340104|3|3401|宜兰|101340104
12|3402|2|34|高雄|
13|340201|3|3402|高雄|101340201
14|340202|3|3402|嘉义|101340202
15|340203|3|3402|台南|101340203
16|340204|3|3402|台东|101340204
17|340205|3|3402|屏东|101340205
18|3403|2|34|台中|
19|340301|3|3403|台中|101340401
20|340302|3|3403|苗栗|101340402
21|340303|3|3403|彰化|101340403
22|340304|3|3403|南投|101340404
23|340305|3|3403|花莲|101340405
24|340306|3|3403|云林|101340406
